Northland PACE,N/A,"Northland PACE Senior Care Services has at its core the goal of helping people age 55 and older stay healthy, independent, and remain in their homes and communities as long as possible. PACE stands for: P* rogram of *A ll-Inclusive C* are for the E* lederly. : Promotes and maintains the health of enrolled participants through nursing assessment, treatment, teaching and counseling. Responsible for completing enrollment and periodic assessments of health needs to contribute to the individual’s plan of care. Responsible for the implementation of nursing care plan and coordination of nursing with other services. Under limited supervision and in accordance with all applicable federal, state and local laws/regulations: a. Completes RN assessment during initial, semi-annual, annual and significant change evaluations b. Ensures participants care plan is reflective of all nursing interventions and participant diagnoses c. Initiates preventative nursing care procedures as appropriate for the participants’ care and safety d. Completes participant cares scheduled within the day center and in participants homes as needed e. Collaborates with the Home Care Nurse about teaching needs of participants and families f. Implements, directs, evaluates and provides oversight of nursing care and care provided by certified nursing assistants. g. Collaborates with provider to facilitate PACE appointments, participant needs and plans/follow-up for specialty appointments and medical orders h. Assists with preparation for interdisciplinary team meetings and ensuring that all updates for participants and needed appointments are added to the schedule i. Communicates regularly with pharmacy regarding prescription changes and ensuring that participant MAR is up to date j. Provides care to participants in a positive, nurturing, professional manner. k. Provides health teaching to participants with complex nursing needs l. Triages and ensures assessments are completed on participants reporting any sudden illness or onset of illness at home. m. Is flexible and able to adjust schedule to meet complex needs of participants. n. Consults with other staff members regarding any concerns about appointments, complaints or other anticipated/discovered needs identified during assessments. o. Works with social worker regarding family and caregiver in caring for homebound participants. p. Maintains accurate records of all nursing services provided to participant in EMR q. Participates in Quality Improvement activities as requested r. Collaborates with hospital for any participant hospitalized s. Collaborates with nursing facility weekly for any participants residing in nursing facility Education: Degree in nursing from an accredited college or university. Experience: At least two years’ as staff nurse, preferred. One year’s experience with frail or elderly population. Licensure, registry or certification required: Current unencumbered North Dakota Nursing License. Special Training: Must be able to work effectively with an interdisciplinary team. Must be able to communicate effectively. Must possess strong interpersonal and organizational skills. Ability to adapt to change in a positive/professional manner. Must meet standardized competencies for standards of medical care and established for position. Must be medically cleared for communicable diseases. Must have all immunizations up to date before engaging in direct participant contact. Physical Demands: Must be able to see, hear, and verbally communicate. Must be able to move about freely and possess manual dexterity and visual acuity. Must able to lift, turn, and roll over participants. Working Conditions: Primarily inside, well-lit, climate controlled environment. Will require travel in various weather elements (rain, snow, cold, heat etc.) Will require frequent home visits. Potential exposure to infectious disease and environmental hazards. Frequent home visits. Reliable transportation required. Job Type: Full-time Pay: $28.00 - $32.00 per hour Benefits: Medical Specialty: Schedule: Work Location: Employer type: Qualifications: Uniform: Relocation Assistance Provided: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: COVID-19 Precaution(s): case manager rn medical case manager nicu case manager nurse case manager utilization review nurse workers comp field case manager Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,registered nurse case manager,Full-time,"Bismarck, ND",,"Clinic Case Manager - Nurse (RN) - Bismarck, ND",https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Join our award-winning campus at  as a  We have received the Pinnacle Customer Experience Award two years in a row for achieving BEST-IN-CLASS customer satisfaction standards in overall satisfaction. We were also proud to be named “Best Nursing Home” and the “Second Best Large Business to Work” by The Bismarck Tribune! In addition to generous benefits, we're offering a    a 4-star rated, 140-bed campus, is seeking dedicated  to join our skilled team! In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. Here at   you will feel like part of our family as we work together to serve our residents. We believe in your quality of life, too – so you’ll find our culture provides ongoing opportunities to grow (tuition assistance and in-house training), a work/life balance and a commitment to coaching that enables you to be the best you can be. Don't wait and miss this wonderful opportunity! There are  , benefit eligible positions available.  Day Baptist Health Care Center of Bismarck provides loving and supportive 24-hour nursing care. Working together with our residents and their families, our professional caregivers develop a care plan tailored to meet each individual’s needs. That plan includes social and spiritual care as well as the health care services needed to maximize our residents’ comfort, security, and well-being. We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR vlJR0fSevS nursing aide private duty cna certified medical assistant charge nurse patient care assistant nursing assistant Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,certified nursing assistant,Full-time,"Bismarck, ND",,"Certified Nursing Assistant (CNA)- FT Day, 3000 Bonus",https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Join our award-winning campus at  as a  We have received the Pinnacle Customer Experience Award two years in a row for achieving BEST-IN-CLASS customer satisfaction standards in overall satisfaction. We were also proud to be named “Best Nursing Home” and the “Second Best Large Business to Work” by The Bismarck Tribune! In addition to generous benefits, we're offering a    a 4-star rated, 140-bed campus, is seeking dedicated  to join our skilled team! In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. Here at   you will feel like part of our family as we work together to serve our residents. We believe in your quality of life, too – so you’ll find our culture provides ongoing opportunities to grow (tuition assistance and in-house training), a work/life balance and a commitment to coaching that enables you to be the best you can be. Don't wait and miss this wonderful opportunity! There are  , benefit eligible positions available.  Day Baptist Health Care Center of Bismarck provides loving and supportive 24-hour nursing care. Working together with our residents and their families, our professional caregivers develop a care plan tailored to meet each individual’s needs. That plan includes social and spiritual care as well as the health care services needed to maximize our residents’ comfort, security, and well-being. We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR vlJR0fSevS nursing aide private duty cna certified medical assistant charge nurse patient care assistant nursing assistant Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,certified nursing assistant,Full-time,"Bismarck, ND",,"Certified Nursing Assistant (CNA)- FT Day, 3000 Bonus",https://www.glassdoor.com/Job/index.htm
"Lighthouse Commodities, LLC",N/A,"Lighthouse Commodities, LLC (LHC) has extensive commodity trading and risk management experience across grain production, cattle feeding, and commodity processing industries. Since 2015, LHC has leveraged this experience to bring professional risk management, hedging and merchandising services to our farm clients. Lighthouse Commodities, LLC is seeking an established Accountant to fill a new role. This role will be responsible for assisting the CFO by performing various grain accounting duties. KEY RESPONSIBILITIES · Preparing accurate and timely producer grain settlements · Requesting and matching destination grain settlements · Creating and maintaining commodity discount schedules as needed · Freight Invoice Processing · AP/AR entry of commodity purchases and sales and general business expenses · Assisting with Accounts Receivable collections and credit application processing · Responding to Client settlement and payment questions and other reporting requests · Performing daily balancing of the Daily Position Report (DPR) and other risk/position reports · Assisting with month-end and year-end accounting functions KEY SKILLS and STRENGTHS · Experience with commodity accounting systems and software · Experience with Accounts Payable and Accounts Receivable · Proficiency in Microsoft Office suite · Remarkable attention to detail and commitment to accuracy · Ability to work independently, in a high stress environment and effectively manage multiple priorities and tasks simultaneously Work schedule will primarily be normal daytime business hours, Monday through Friday, with additional hours required as needed. Associates degree in Accounting · Bachelor’s Degree in Accounting · 3+ years of relevant work experience with a grain or commodity company · Understanding of commodity grain accounting processes Job Type: Full-time Pay: $60,000.00 - $65,000.00 per hour Benefits: Schedule: Supplemental Pay: This Company Describes Its Culture as: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: senior finance manager financial reporting director vp of finance financial reporting manager accounting director financial director Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,controller,Full-time,"Bismarck, ND",,Grain Controller,https://www.glassdoor.com/Job/index.htm
Confidential,N/A,"Must be self-motivated, highly organized, and professional. Must have a proven track record of successfully working in a senior living environment. Must be able to work closely with your management team alongside with our residents. Must be experienced with Microsoft Office and web-based systems. We offer an excellent salary benefit package including bonuses. Job Type: Full-time Pay: $0.00 per year Benefits: Schedule: Paid Training: This Company Describes Its Culture as: Company's website: Work Remotely: senior director business development senior business development manager regionale business development manager vice president business development director of business development executive director business development Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,sales manager,Full-time,"Bismarck, ND",,Director of Sales,https://www.glassdoor.com/Job/index.htm
Confidential,N/A,"Must be self-motivated, highly organized, and professional. Must have a proven track record of successfully working in a senior living environment. Must be able to work closely with your management team alongside with our residents. Must be experienced with Microsoft Office and web-based systems. We offer an excellent salary benefit package including bonuses. Job Type: Full-time Pay: $0.00 per year Benefits: Schedule: Paid Training: This Company Describes Its Culture as: Company's website: Work Remotely: senior director business development senior business development manager regionale business development manager vice president business development director of business development executive director business development Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,sales manager,Full-time,"Bismarck, ND",,Director of Sales,https://www.glassdoor.com/Job/index.htm
"Lighthouse Commodities, LLC",N/A,"Lighthouse Commodities, LLC (LHC) has extensive commodity trading and risk management experience across grain production, cattle feeding, and commodity processing industries. Since 2015, LHC has leveraged this experience to bring professional risk management, hedging and merchandising services to our farm clients. Lighthouse Commodities, LLC is seeking an established Accountant to fill a new role. This role will be responsible for assisting the CFO by performing various grain accounting duties. KEY RESPONSIBILITIES · Preparing accurate and timely producer grain settlements · Requesting and matching destination grain settlements · Creating and maintaining commodity discount schedules as needed · Freight Invoice Processing · AP/AR entry of commodity purchases and sales and general business expenses · Assisting with Accounts Receivable collections and credit application processing · Responding to Client settlement and payment questions and other reporting requests · Performing daily balancing of the Daily Position Report (DPR) and other risk/position reports · Assisting with month-end and year-end accounting functions KEY SKILLS and STRENGTHS · Experience with commodity accounting systems and software · Experience with Accounts Payable and Accounts Receivable · Proficiency in Microsoft Office suite · Remarkable attention to detail and commitment to accuracy · Ability to work independently, in a high stress environment and effectively manage multiple priorities and tasks simultaneously Work schedule will primarily be normal daytime business hours, Monday through Friday, with additional hours required as needed. Associates degree in Accounting · Bachelor’s Degree in Accounting · 3+ years of relevant work experience with a grain or commodity company · Understanding of commodity grain accounting processes Job Type: Full-time Pay: $60,000.00 - $65,000.00 per hour Benefits: Schedule: Supplemental Pay: This Company Describes Its Culture as: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: senior finance manager financial reporting director vp of finance financial reporting manager accounting director financial director Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,controller,Full-time,"Bismarck, ND",,Grain Controller,https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Join our award-winning campus at  as a  We have received the Pinnacle Customer Experience Award two years in a row for achieving BEST-IN-CLASS customer satisfaction standards in overall satisfaction. We were also proud to be named “Best Nursing Home” and the “Second Best Large Business to Work” by The Bismarck Tribune! In addition to generous benefits, we're offering a    a 4-star rated, 140-bed campus, is seeking dedicated  to join our skilled team! In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. Here at   you will feel like part of our family as we work together to serve our residents. We believe in your quality of life, too – so you’ll find our culture provides ongoing opportunities to grow (tuition assistance and in-house training), a work/life balance and a commitment to coaching that enables you to be the best you can be. Don't wait and miss this wonderful opportunity! There are  , benefit eligible positions available.  Day Baptist Health Care Center of Bismarck provides loving and supportive 24-hour nursing care. Working together with our residents and their families, our professional caregivers develop a care plan tailored to meet each individual’s needs. That plan includes social and spiritual care as well as the health care services needed to maximize our residents’ comfort, security, and well-being. We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR vlJR0fSevS nursing aide licensed practical nurse charge nurse rehab cna private duty cna certified medical assistant Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,certified nursing assistant,Full-time,"Bismarck, ND",,"Certified Nursing Assistant (CNA)- FT Day, 3000 Bonus",https://www.glassdoor.com/Job/index.htm
"Lighthouse Commodities, LLC",N/A,"Lighthouse Commodities, LLC (LHC) has extensive commodity trading and risk management experience across grain production, cattle feeding, and commodity processing industries. Since 2015, LHC has leveraged this experience to bring professional risk management, hedging and merchandising services to our farm clients. Lighthouse Commodities, LLC is seeking an established Accountant to fill a new role. This role will be responsible for assisting the CFO by performing various grain accounting duties. KEY RESPONSIBILITIES · Preparing accurate and timely producer grain settlements · Requesting and matching destination grain settlements · Creating and maintaining commodity discount schedules as needed · Freight Invoice Processing · AP/AR entry of commodity purchases and sales and general business expenses · Assisting with Accounts Receivable collections and credit application processing · Responding to Client settlement and payment questions and other reporting requests · Performing daily balancing of the Daily Position Report (DPR) and other risk/position reports · Assisting with month-end and year-end accounting functions KEY SKILLS and STRENGTHS · Experience with commodity accounting systems and software · Experience with Accounts Payable and Accounts Receivable · Proficiency in Microsoft Office suite · Remarkable attention to detail and commitment to accuracy · Ability to work independently, in a high stress environment and effectively manage multiple priorities and tasks simultaneously Work schedule will primarily be normal daytime business hours, Monday through Friday, with additional hours required as needed. Associates degree in Accounting · Bachelor’s Degree in Accounting · 3+ years of relevant work experience with a grain or commodity company · Understanding of commodity grain accounting processes Job Type: Full-time Pay: $60,000.00 - $65,000.00 per hour Benefits: Schedule: Supplemental Pay: This Company Describes Its Culture as: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: senior finance manager accounting supervisor financial reporting director senior vice president cfo financial director manager finance Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,controller,Full-time,"Bismarck, ND",,Grain Controller,https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Are you a dynamic, dedicated  who is looking for an employer who truly values and appreciates the vital role CNA/CMAs play? Then hop on the   train! We have a rare day shift opening! Not only do we offer some of the highest wages in the industry, we also understand that you have a life outside of your job and work with you to find a suitable work/life balance! , a 50-unit assisted living facility that opened in 2018, is seeking dedicated  to join our skilled team. In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. This is a   benefit eligible position (4 weeks of PTO) working a varied schedule.   6:00 am to 2:30 pm We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR ZOILfe4C7w patient care tech pharmacy assistant medical receptionist medical office manager healthcare assistant rehab cna Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,medical assistant,Full-time,"Bismarck, ND",,"Certified Medication Assistant (CMA), FT Day",https://www.glassdoor.com/Job/index.htm
Super Kids Jr Academy,N/A,"We have an exciting opening for a Part-Time Teacher Specialist that wants to have fun with children! We Train! Call Now 258-KIDS with a Positive Attitude! We love to have fun! Apply in person at 1227 Park Ave (1 block South of Jack's Steakhouse - Bismarck, ND) Call ASAP for a quick interview -  Job Opening: Do you Love Kids!? Are you excellent with children? No Degree Required - Child Care Specialist - (Part-time) Qualifications: The person selected for this position must meet the requirements of Burleigh County Social Services. This person must have a warm and friendly personality, be sensitive to the feelings and needs of others, be able to relate well to children and adults, and be willing to fulfill responsibilities in accordance with the educational philosophy of Super Kids Jr. Academy. Responsibilities will include, but will not be limited to, the following: Help Plan and implementing the program for child care in accordance with the policies and philosophy of Super Kids Jr. Academy. Will be responsible for the supervision and care of children. Gear the program to the needs of individual children, with concern for their interests, challenges, special talents, and individual styles and paces of learning. Plan and preparing the child care environment, setting up interest centers, and preparing needed materials and supplies. Treat children with dignity and respect. Help children become aware of their roles as integral members of a group. Don't waste another boring moment at your job, Call Now, 258-5437! Job Types: Part-time, Contract Pay: $8.00 - $11.00 per hour Schedule: Supplemental Pay: Education: Contract Length: Full Time Opportunity: Work Location: Hours per week: Typical start time: Typical end time: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: COVID-19 Precaution(s): catalogusmanager prothetik prothetiker catalogusspecialist radiotherapeut militair therapeut Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,other,Part-time,"Bismarck, ND",,Exciting opening for 3 Part Time Specialists to have fun with children!,https://www.glassdoor.com/Job/index.htm
Super Kids Jr Academy,N/A,"We have an exciting opening for a Part-Time Teacher Specialist that wants to have fun with children! We Train! Call Now 258-KIDS with a Positive Attitude! We love to have fun! Apply in person at 1227 Park Ave (1 block South of Jack's Steakhouse - Bismarck, ND) Call ASAP for a quick interview -  Job Opening: Do you Love Kids!? Are you excellent with children? No Degree Required - Child Care Specialist - (Part-time) Qualifications: The person selected for this position must meet the requirements of Burleigh County Social Services. This person must have a warm and friendly personality, be sensitive to the feelings and needs of others, be able to relate well to children and adults, and be willing to fulfill responsibilities in accordance with the educational philosophy of Super Kids Jr. Academy. Responsibilities will include, but will not be limited to, the following: Help Plan and implementing the program for child care in accordance with the policies and philosophy of Super Kids Jr. Academy. Will be responsible for the supervision and care of children. Gear the program to the needs of individual children, with concern for their interests, challenges, special talents, and individual styles and paces of learning. Plan and preparing the child care environment, setting up interest centers, and preparing needed materials and supplies. Treat children with dignity and respect. Help children become aware of their roles as integral members of a group. Don't waste another boring moment at your job, Call Now, 258-5437! Job Types: Part-time, Contract Pay: $8.00 - $11.00 per hour Schedule: Supplemental Pay: Education: Contract Length: Full Time Opportunity: Work Location: Hours per week: Typical start time: Typical end time: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: COVID-19 Precaution(s): catalogusmanager prothetik prothetiker catalogusspecialist radiotherapeut militair therapeut Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,other,Part-time,"Bismarck, ND",,Exciting opening for 3 Part Time Specialists to have fun with children!,https://www.glassdoor.com/Job/index.htm
Confidential,N/A,"Must be self-motivated, highly organized, and professional. Must have a proven track record of successfully working in a senior living environment. Must be able to work closely with your management team alongside with our residents. Must be experienced with Microsoft Office and web-based systems. We offer an excellent salary benefit package including bonuses. Job Type: Full-time Pay: $0.00 per year Benefits: Schedule: Paid Training: This Company Describes Its Culture as: Company's website: Work Remotely: senior director business development senior business development manager regionale business development manager vice president business development director of business development executive director business development Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,N/A,sales manager,Full-time,"Bismarck, ND",,Director of Sales,https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Are you a dynamic, dedicated  who is looking for an employer who truly values and appreciates the vital role CNA/CMAs play? Then hop on the   train! We have a rare day shift opening! Not only do we offer some of the highest wages in the industry, we also understand that you have a life outside of your job and work with you to find a suitable work/life balance! , a 50-unit assisted living facility that opened in 2018, is seeking dedicated  to join our skilled team. In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. This is a   benefit eligible position (4 weeks of PTO) working a varied schedule.   6:00 am to 2:30 pm We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR ZOILfe4C7w patient care tech pharmacy assistant medical receptionist medical office manager healthcare assistant rehab cna Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,medical assistant,Full-time,"Bismarck, ND",,"Certified Medication Assistant (CMA), FT Day",https://www.glassdoor.com/Job/index.htm
Talkspace,51 to 200 Employees,"Join the world’s leading online therapy platform and provide care on your schedule, all from the comfort of home. Talkspace is an online therapy platform that will connect you with clients in your state through an easy-to-use and HIPAA-compliant app. Exchange text, video, and audio messages with your clients from anywhere, at any time — as long as you do so daily, 5 days/week. Our platform also supports Live Video Sessions. To participate in the Talkspace clinical network, all providers are required to possess the following: Note: Talkspace therapists only work with clients in the state(s) where they are licensed and allowed to practice independently Your clients are waiting. Join our network of thousands of clinicians and become a leader in the mental health field. Job Type: Contract Benefits: Additional Compensation: Work Location: Work Remotely: mental health therapist outpatient therapist family therapist life coach case worker mental health clinician Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/1284778/talkspace-squarelogo-1497516850457.png,Health Care,counselor,Full-time,"Bismarck, ND",$28K - $52K ,Counselor,https://www.glassdoor.com/Job/index.htm
Talkspace,51 to 200 Employees,"Join the world’s leading online therapy platform and provide care on your schedule, all from the comfort of home. Talkspace is an online therapy platform that will connect you with clients in your state through an easy-to-use and HIPAA-compliant app. Exchange text, video, and audio messages with your clients from anywhere, at any time — as long as you do so daily, 5 days/week. Our platform also supports Live Video Sessions. To participate in the Talkspace clinical network, all providers are required to possess the following: Note: Talkspace therapists only work with clients in the state(s) where they are licensed and allowed to practice independently Your clients are waiting. Join our network of thousands of clinicians and become a leader in the mental health field. Job Type: Contract Benefits: Additional Compensation: Work Location: Work Remotely: outpatient therapist family therapist mental health therapist mental health clinician academic advisor clinical therapist Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/1284778/talkspace-squarelogo-1497516850457.png,Health Care,counselor,Full-time,"Bismarck, ND",$28K - $52K ,Counselor,https://www.glassdoor.com/Job/index.htm
Cassia,5001 to 10000 Employees,"Are you a dynamic, dedicated  who is looking for an employer who truly values and appreciates the vital role CNA/CMAs play? Then hop on the   train! We have a rare day shift opening! Not only do we offer some of the highest wages in the industry, we also understand that you have a life outside of your job and work with you to find a suitable work/life balance! , a 50-unit assisted living facility that opened in 2018, is seeking dedicated  to join our skilled team. In this role, you will join our team of professional caregivers to become an important part of our residents’ lives. We are seeking an individual who is a team player and who is also comfortable working independently. Safety is our number one priority. Staff are provided with personal protective equipment. This is a   benefit eligible position (4 weeks of PTO) working a varied schedule.   6:00 am to 2:30 pm We take pride in providing compassionate care to our residents by focusing on our 8 pillars of excellence (Compassion, Integrity, Excellence, Innovation, Stewardship, Unity, Respect, and Collaboration). Apply today to make a difference in the lives of those we serve! Cassia, an affiliation between Augustana Care and Elim Care, is a Christian mission organization with over 200 years of combined experience caring for those in need. We strive to inspire residents to live the lives that are most fulfilling to them. We take pride in the longevity of our management team and invite you to apply to learn more! #Indeed EOE/AA Employer/Vet/Disabled *A Drug Free Workplace *A Veteran Friendly Employer Powered by JazzHR ZOILfe4C7w patient care tech pharmacy assistant medical receptionist medical office manager healthcare assistant rehab cna Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/3334656/cassia-mn-squarelogo-1606941234779.png,Health Care,medical assistant,Full-time,"Bismarck, ND",,"Certified Medication Assistant (CMA), FT Day",https://www.glassdoor.com/Job/index.htm
